"","rowname","date","year","site","set_num","time_in","time_out","SthdW","SthdH","BullTrout","Chinook","Sucker","peamouth","whitefish","Bank","Comment","Mesh","week","trs","flow","day","month","zl_flow","effort","lm_trs","period"
"1","1",2013-02-20,1,"Cable",1,09:26:00,09:38:00,2,NA,NA,NA,NA,NA,NA,"North",NA,"3 1/2",8,8932,368.118658802142,19,2,-0.433696293246591,2592000,8.83641026747651,19
"2","2",2013-02-20,1,"Cable",2,09:50:00,09:58:00,1,NA,NA,NA,NA,NA,2,"South",NA,"2",8,8932,368.118658802142,19,2,-0.433696293246591,1728000,8.83641026747651,19
"3","3",2013-02-27,1,"Cable",1,10:50:00,11:05:00,5,1,0,NA,"71",NA,NA,"North",NA,"3 1/2",9,8932,382.27706875607,26,2,-0.288293739005545,3240000,8.83641026747651,26
"4","4",2013-02-27,1,"Cable",2,11:19:00,11:29:00,0,NA,6,NA,"0",NA,NA,"South",NA,"3 1/2",9,8932,382.27706875607,26,2,-0.288293739005545,2160000,8.83641026747651,26
"5","5",2013-03-08,1,"Cable",1,09:21:00,09:32:00,0,NA,0,NA,NA,NA,NA,"South",NA,"4 1/4",10,8932,308.653336995642,35,3,-1.112492117563,2376000,8.83641026747651,35
"6","6",2013-03-08,1,"Cable",2,09:37:00,09:48:00,0,NA,3,NA,"7",NA,NA,"middle",NA,"4 1/4",10,8932,308.653336995642,35,3,-1.112492117563,2376000,8.83641026747651,35
"7","7",2013-03-08,1,"Cable",2,09:59:00,10:17:00,6,1,0,NA,NA,NA,NA,"North","one sthd got out","4 1/4",10,8932,308.653336995642,35,3,-1.112492117563,3888000,8.83641026747651,35
"8","8",2013-03-12,1,"Cable",1,09:31:00,09:41:00,0,NA,NA,NA,NA,NA,NA,"North","2 hit but no capture, brief snag","4 5/8",11,8932,294.494927041713,39,3,-1.29340377480982,2160000,8.83641026747651,39
"9","9",2013-03-12,1,"Cable",2,09:51:00,09:59:00,0,NA,1,NA,NA,NA,NA,"South",NA,"4 5/8",11,8932,294.494927041713,39,3,-1.29340377480982,1728000,8.83641026747651,39
"10","10",2013-03-20,1,"Cable",1,11:22:00,11:34:00,1,NA,3,NA,"1",NA,NA,"North","Windy","4 5/8",12,8932,461.56416449807,47,3,0.437847481507182,2592000,8.83641026747651,47
"11","11",2013-03-20,1,"Cable",2,11:39:00,11:43:00,1,NA,1,NA,"5",NA,NA,"South","Windy","4 5/8",12,8932,461.56416449807,47,3,0.437847481507182,864000,8.83641026747651,47
"12","12",2013-03-28,1,"Cable",1,09:33:00,09:45:00,7,1,NA,NA,NA,NA,NA,"North",NA,NA,13,8932,336.970156903499,55,3,-0.774318108366055,2592000,8.83641026747651,55
"13","13",2013-03-28,1,"Cable",2,09:55:00,10:05:00,0,NA,4,NA,NA,NA,NA,"South",NA,NA,13,8932,336.970156903499,55,3,-0.774318108366055,2160000,8.83641026747651,55
"14","14",2013-04-04,1,"Cable",1,09:05:00,09:10:00,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,8932,637.128447926784,62,4,1.67976945591708,1080000,8.83641026747651,62
"15","15",2013-04-04,1,"Cable",2,08:57:00,09:03:00,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,8932,637.128447926784,62,4,1.67976945591708,1296000,8.83641026747651,62
"16","16",2013-04-11,1,"Cable",1,07:46:00,07:53:00,0,NA,NA,NA,NA,NA,NA,NA,NA,"4 5/8",15,8932,807.029367373926,69,4,2.59050696037333,1512000,8.83641026747651,69
"17","17",2013-04-11,1,"Cable",2,07:57:00,08:04:00,2,NA,NA,NA,"1",NA,NA,NA,NA,"4 5/8",15,8932,807.029367373926,69,4,2.59050696037333,1512000,8.83641026747651,69
"18","18",2013-04-17,1,"Cable",1,11:41:00,11:55:00,9,NA,NA,NA,NA,NA,NA,"North","gill plate damage","4 5/8",16,8932,487.049302415142,75,4,0.644908612792532,3024000,8.83641026747651,75
"19","19",2013-04-17,1,"Cable",2,12:01:00,12:16:00,0,NA,NA,NA,NA,NA,NA,"South",NA,"4 5/8",16,8932,487.049302415142,75,4,0.644908612792532,3240000,8.83641026747651,75
"20","20",2013-04-24,1,"Cable",1,09:53:00,10:03:00,8,NA,NA,NA,"4",NA,NA,"North",NA,"4 5/8",17,8932,478.554256442784,82,4,0.577117237904608,2160000,8.83641026747651,82
"21","21",2013-04-24,1,"Cable",2,10:20:00,10:31:00,1,NA,NA,NA,"1",1,NA,"South",NA,"4 5/8",17,8932,478.554256442784,82,4,0.577117237904608,2376000,8.83641026747651,82
"22","22",2013-05-03,1,"Cable",1,08:48:00,08:59:00,5,NA,NA,NA,NA,NA,NA,"North","1 steelhead fell out of net","4 5/8",18,8932,504.039394359856,91,5,0.777014482900974,2376000,8.83641026747651,91
"23","23",2013-05-03,1,"Cable",2,09:04:00,09:15:00,0,NA,NA,NA,NA,NA,NA,"South",NA,"4 5/8",18,8932,504.039394359856,91,5,0.777014482900974,2376000,8.83641026747651,91
"24","24",2013-05-08,1,"Cable",1,08:32:00,08:43:00,1,NA,NA,NA,NA,NA,NA,"North",NA,NA,19,8932,824.019459318641,96,5,2.67077466372582,2376000,8.83641026747651,96
"25","25",2013-05-08,1,"Cable",2,08:46:00,08:52:00,1,NA,NA,NA,NA,NA,NA,"South",NA,NA,19,8932,824.019459318641,96,5,2.67077466372582,1296000,8.83641026747651,96
"26","26",2014-02-18,2,"Cable",1,11:15:00,11:32:00,4,0,2,0,NA,NA,NA,NA,NA,NA,7,9334,370.950340792928,17,2,-0.404173463701066,3672000,8.83641026747651,113
"27","27",2014-02-18,2,"Cable",2,11:38:00,11:50:00,1,1,6,0,NA,NA,NA,NA,NA,NA,7,9334,370.950340792928,17,2,-0.404173463701066,2592000,8.83641026747651,113
"28","28",2014-02-18,2,"Fernando",1,09:50:00,10:20:00,5,0,2,0,NA,NA,NA,NA,NA,NA,7,9334,370.950340792928,17,2,-0.404173463701066,6480000,8.83641026747651,113
"29","29",2014-02-25,2,"Cable",1,09:25:00,09:40:00,11,1,10,0,"5",0,0,"North bank","hatchery fish released","4 5/8""",8,9334,314.316700977213,24,2,-1.04244090767624,3240000,8.83641026747651,120
"30","30",2014-02-25,2,"Cable",2,09:47:00,10:04:00,0,0,10,0,"0",0,0,"South bank","N/A","4 5/8""",8,9334,314.316700977213,24,2,-1.04244090767624,3672000,8.83641026747651,120
"31","31",2014-02-25,2,"Fernando",1,07:54:00,08:15:00,6,0,4,0,"0",0,0,"N/A","twist","4 5/8""",8,9334,314.316700977213,24,2,-1.04244090767624,4536000,8.83641026747651,120
"32","32",2014-03-03,2,"Cable",1,11:43:00,11:54:00,2,1,1,0,"3",NA,NA,NA,NA,NA,9,9334,487.049302415142,30,3,0.644908612792532,2376000,8.83641026747651,126
"33","33",2014-03-03,2,"Fernando",1,11:07:00,11:22:00,0,0,0,0,"0",NA,NA,NA,NA,NA,9,9334,487.049302415142,30,3,0.644908612792532,3240000,8.83641026747651,126
"34","34",2014-03-03,2,"Purr",1,09:40:00,09:50:00,1,1,2,0,"2",NA,NA,NA,NA,NA,9,9334,487.049302415142,30,3,0.644908612792532,2160000,8.83641026747651,126
"35","35",2014-03-03,2,"Purr",2,10:03:00,10:16:00,2,1,1,0,"3",NA,NA,NA,NA,NA,9,9334,487.049302415142,30,3,0.644908612792532,2808000,8.83641026747651,126
"36","36",2014-03-13,2,"Cable",1,12:40:00,12:52:00,4,0,4,0,"4",NA,NA,NA,NA,NA,11,9334,654.118539871498,40,3,1.78116242345658,2592000,8.83641026747651,136
"37","37",2014-03-13,2,"Fernando",1,11:09:00,11:29:00,8,0,6,0,"19",NA,NA,NA,NA,NA,11,9334,654.118539871498,40,3,1.78116242345658,4320000,8.83641026747651,136
"38","38",2014-03-13,2,"Purr",1,09:14:00,09:31:00,10,0,9,0,"11",NA,NA,NA,NA,NA,11,9334,654.118539871498,40,3,1.78116242345658,3672000,8.83641026747651,136
"39","39",2014-03-19,2,"Cable",1,10:53:00,11:02:00,7,0,3,0,"3",0,0,"North","N/A","4 5/8""",12,9334,719.247225659569,46,3,2.1468484281109,1944000,8.83641026747651,142
"40","40",2014-03-19,2,"Fernando",1,09:27:00,09:48:00,8,0,7,0,"9",0,0,"N/A","N/A","4 5/8""",12,9334,719.247225659569,46,3,2.1468484281109,4536000,8.83641026747651,142
"41","41",2014-03-19,2,"Purr",1,08:17:00,08:29:00,6,0,19,0,"12",0,0,"N/A","N/A","4 5/8""",12,9334,719.247225659569,46,3,2.1468484281109,2592000,8.83641026747651,142
"42","42",2014-03-24,2,"Cable",1,11:45:00,11:55:00,13,0,3,0,"5",0,0,"North","2 recaps","4 5/8""",12,9334,484.217620424356,51,3,0.622443765450703,2160000,8.83641026747651,147
"43","43",2014-03-24,2,"Fernando",1,10:12:00,10:26:00,14,0,6,1,"4",0,0,"N/A","N/A","4 5/8""",12,9334,484.217620424356,51,3,0.622443765450703,3024000,8.83641026747651,147
"44","44",2014-03-24,2,"Purr",1,09:15:00,09:33:00,1,0,2,0,"16",0,0,"N/A","N/A","4 5/8""",12,9334,484.217620424356,51,3,0.622443765450703,3888000,8.83641026747651,147
"45","45",2014-04-01,2,"Cable",1,12:15:00,12:30:00,9,0,5,0,"3",0,0,"North","N/A","4 5/8""",13,9334,518.197804313784,59,4,0.883744587939503,3240000,8.83641026747651,155
"46","46",2014-04-01,2,"Fernando",1,10:57:00,11:13:00,6,0,0,0,"0",0,0,"N/A","N/A","4 5/8""",13,9334,518.197804313784,59,4,0.883744587939503,3456000,8.83641026747651,155
"47","47",2014-04-01,2,"Purr",1,09:29:00,09:47:00,7,0,7,0,"2",0,0,"N/A","1 recap","4 5/8""",13,9334,518.197804313784,59,4,0.883744587939503,3888000,8.83641026747651,155
"48","48",2014-04-08,2,"Cable",1,11:37:00,12:07:00,5,0,0,0,"0",0,0,"North","N/A","4 5/8""",14,9334,498.376030378284,66,4,0.733480568822206,6480000,8.83641026747651,162
"49","49",2014-04-08,2,"Fernando",1,10:35:00,10:55:00,7,0,0,0,"2",0,0,"N/A","N/A","4 5/8""",14,9334,498.376030378284,66,4,0.733480568822206,4320000,8.83641026747651,162
"50","50",2014-04-08,2,"Purr",1,09:24:00,09:38:00,3,0,5,0,"5",0,0,"N/A","N/A","4 5/8""",14,9334,498.376030378284,66,4,0.733480568822206,3024000,8.83641026747651,162
"51","51",2014-04-14,2,"Cable",1,11:20:00,11:38:00,7,0,4,0,"8",0,0,"North","N/A","4 5/8""",15,9334,461.56416449807,72,4,0.437847481507182,3888000,8.83641026747651,168
"52","52",2014-04-14,2,"Fernando",1,10:30:00,10:48:00,3,0,0,0,"0",0,0,"N/A","N/A","4 5/8""",15,9334,461.56416449807,72,4,0.437847481507182,3888000,8.83641026747651,168
"53","53",2014-04-14,2,"Purr",1,09:32:00,09:44:00,3,0,5,1,"6",0,0,"N/A","N/A","4 5/8""",15,9334,461.56416449807,72,4,0.437847481507182,2592000,8.83641026747651,168
"54","54",2014-04-21,2,"Cable",1,11:05:00,11:19:00,4,NA,NA,1,"4",NA,NA,NA,NA,"4 5/8",16,9334,625.801719963641,79,4,1.61066068987142,3024000,8.83641026747651,175
"55","55",2014-04-21,2,"Fernando",1,10:03:00,10:23:00,4,NA,NA,NA,NA,NA,NA,NA,NA,"4 5/8",16,9334,625.801719963641,79,4,1.61066068987142,4320000,8.83641026747651,175
"56","56",2014-04-21,2,"Purr",1,09:30:00,09:41:00,0,1,NA,NA,NA,NA,NA,NA,NA,"4 5/8",16,9334,625.801719963641,79,4,1.61066068987142,2376000,8.83641026747651,175
"57","57",2015-02-17,3,"Cable",1,13:35:00,13:45:00,0,0,0,0,"0",0,0,"N","0","4 5/16""",7,8764,560.67303417557,16,2,1.18726449562024,2160000,8.83641026747651,208
"58","58",2015-02-17,3,"Cable",2,13:50:00,13:55:00,0,0,0,0,"0",0,0,"S","0","4 5/16""",7,8764,560.67303417557,16,2,1.18726449562024,1080000,8.83641026747651,208
"59","59",2015-02-17,3,"Fernando",1,12:35:00,12:54:00,1,0,2,0,"0",0,0,"0","0","4 5/16""",7,8764,560.67303417557,16,2,1.18726449562024,4104000,8.83641026747651,208
"60","60",2015-02-17,3,"Purr",1,11:34:00,11:47:00,2,2,5,0,"0",0,0,"N/A","0","4 5/16""",7,8764,560.67303417557,16,2,1.18726449562024,2808000,8.83641026747651,208
"61","61",2015-02-25,3,"Cable",1,09:25:00,09:40:00,12,1,10,0,"0",0,0,"0","0","4 5/16""",8,8764,413.425570654713,24,2,0.0134961684650566,3240000,8.83641026747651,216
"62","62",2015-02-25,3,"Cable",2,09:47:00,10:04:00,0,0,10,0,"0",0,0,"N","1 recap","4 5/16""",8,8764,413.425570654713,24,2,0.0134961684650566,3672000,8.83641026747651,216
"63","63",2015-02-25,3,"Fernando",1,07:54:00,08:15:00,6,0,4,0,"0",0,0,"0","0","4 5/16""",8,8764,413.425570654713,24,2,0.0134961684650566,4536000,8.83641026747651,216
"64","64",2015-02-25,3,"Fernando",1,10:34:00,10:57:00,7,1,3,0,"0",0,0,"0","0","4 5/16""",8,8764,413.425570654713,24,2,0.0134961684650566,4968000,8.83641026747651,216
"65","65",2015-02-25,3,"Purr",1,09:05:00,09:30:00,6,0,2,0,"0",0,0,"0","1 wild mort","4 5/16""",8,8764,413.425570654713,24,2,0.0134961684650566,5400000,8.83641026747651,216
"66","66",2015-03-04,3,"Cable",1,12:10:00,12:24:00,9,0,3,0,"0",0,0,"0","N","4 5/16""",9,8764,370.950340792928,31,3,-0.404173463701066,3024000,8.83641026747651,223
"67","67",2015-03-04,3,"Fernando",1,10:48:00,11:05:00,6,0,0,0,"0",0,0,"0","1 wild released, fair condition","4 5/16""",9,8764,370.950340792928,31,3,-0.404173463701066,3672000,8.83641026747651,223
"68","68",2015-03-04,3,"Purr",1,09:22:00,09:41:00,7,0,4,0,"0",0,0,"0","0","4 5/16""",9,8764,370.950340792928,31,3,-0.404173463701066,4104000,8.83641026747651,223
"69","69",2015-03-13,3,"Cable",1,10:00:00,10:23:00,5,0,2,0,"0",0,0,"N","0","4 5/16""",11,8764,342.63352088507,40,3,-0.710104781865003,4968000,8.83641026747651,232
"70","70",2015-03-13,3,"Fernando",1,08:30:00,08:52:00,10,1,0,0,"0",0,0,"0","0","4 5/16""",11,8764,342.63352088507,40,3,-0.710104781865003,4752000,8.83641026747651,232
"71","71",2015-03-13,3,"Purr",1,07:52:00,08:11:00,0,0,4,0,"0",0,0,"0","0","4 5/16""",11,8764,342.63352088507,40,3,-0.710104781865003,4104000,8.83641026747651,232
"72","72",2015-03-18,3,"Cable",1,11:57:00,12:18:00,2,0,0,0,"0",0,0,"N","0","4 5/16""",11,8764,450.237436534927,45,3,0.342123044274074,4536000,8.83641026747651,237
"73","73",2015-03-18,3,"Fernando",1,10:25:00,10:49:00,9,0,0,0,"0",0,0,"0","0","4 5/16""",11,8764,450.237436534927,45,3,0.342123044274074,5184000,8.83641026747651,237
"74","74",2015-03-18,3,"Purr",1,09:15:00,09:34:00,3,0,0,1,"0",0,0,"0","0","4 5/16""",11,8764,450.237436534927,45,3,0.342123044274074,4104000,8.83641026747651,237
"75","75",2015-03-19,3,"Cable",1,10:53:00,11:02:00,7,0,3,0,"0",0,0,"0","0","4 5/16""",12,8764,413.425570654713,46,3,0.0134961684650566,1944000,8.83641026747651,238
"76","76",2015-03-19,3,"Fernando",1,09:27:00,09:48:00,9,0,7,0,"0",0,0,"N","1 stlhs lost at boat","4 5/16""",12,8764,413.425570654713,46,3,0.0134961684650566,4536000,8.83641026747651,238
"77","77",2015-03-19,3,"Purr",1,08:17:00,08:29:00,6,0,19,0,"0",0,0,"0","0","4 5/16""",12,8764,413.425570654713,46,3,0.0134961684650566,2592000,8.83641026747651,238
"78","78",2015-03-23,3,"Cable",1,11:29:00,11:47:00,3,0,1,0,"0",0,0,"N","0","4 5/16""",12,8764,478.554256442784,50,3,0.577117237904608,3888000,8.83641026747651,242
"79","79",2015-03-23,3,"Fernando",1,10:52:00,11:11:00,0,0,0,0,"0",0,0,"0","0","4 5/16""",12,8764,478.554256442784,50,3,0.577117237904608,4104000,8.83641026747651,242
"80","80",2015-03-23,3,"Purr",1,09:50:00,10:11:00,4,0,1,0,"0",0,0,"0","0","4 5/16""",12,8764,478.554256442784,50,3,0.577117237904608,4536000,8.83641026747651,242
"81","81",2015-03-24,3,"Cable",1,11:45:00,11:55:00,13,0,3,0,"0",0,0,"N","Twist, re-do","4 5/16""",12,8764,436.079026580999,51,3,0.21902278329915,2160000,8.83641026747651,243
"82","82",2015-03-24,3,"Fernando",1,10:12:00,10:26:00,14,0,6,1,"0",0,0,"0","0","4 5/16""",12,8764,436.079026580999,51,3,0.21902278329915,3024000,8.83641026747651,243
"83","83",2015-03-24,3,"Purr",1,09:15:00,09:33:00,1,0,2,0,"0",0,0,"0","0","4 5/16""",12,8764,436.079026580999,51,3,0.21902278329915,3888000,8.83641026747651,243
"84","84",2015-03-31,3,"Cable",1,10:53:00,11:05:00,4,0,0,0,"0",0,0,"0","0","4 5/16""",13,8764,518.197804313784,58,3,0.883744587939503,2592000,8.83641026747651,250
"85","85",2015-03-31,3,"Fernando",1,10:26:00,10:35:00,0,0,0,0,"0",0,0,"0","0","4 5/16""",13,8764,518.197804313784,58,3,0.883744587939503,1944000,8.83641026747651,250
"86","86",2015-03-31,3,"Purr",1,09:24:00,09:36:00,2,0,0,0,"0",0,0,"N","0","4 5/16""",13,8764,518.197804313784,58,3,0.883744587939503,2592000,8.83641026747651,250
