"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"day_pct[4,3]",0.000201811045856252,8.24868663810035e-06,0.00039251052585543,4.4181432396922e-06,3.61558248294472e-05,9.29088827802732e-05,0.000218245252945676,0.00106868403546653,2264.29498389191,1.00041434031526
"day_pct[4,4]",0.000203495653343735,7.79929687291554e-06,0.000363281992915105,5.42814811688145e-06,3.89544142790311e-05,9.58275068981939e-05,0.000221885852089791,0.00111045510765694,2169.58584843981,0.998882405461931
"day_pct[4,5]",0.000201905453184321,7.2263521105914e-06,0.000317086138620313,6.57021327723308e-06,4.33101948564992e-05,0.000106484816336948,0.000240247994623764,0.00100832506643497,1925.37920245325,0.999495782965467
"day_pct[4,6]",0.000258140967629391,9.48375656123854e-06,0.000417132147814565,8.34115751918922e-06,5.31507332715653e-05,0.000130326945595628,0.000297755180763025,0.00121908219097877,1934.57926292461,0.99904783183518
"day_pct[4,7]",0.000290531627445752,8.89373565354044e-06,0.000411550595007826,1.42501400964511e-05,6.97770751877592e-05,0.000165841991286421,0.000338146836783997,0.00142341243748026,2141.30254953698,0.999686879717183
"day_pct[4,8]",0.000289690370767945,8.87319950886881e-06,0.000354120502554245,1.76191631877449e-05,8.73777018586912e-05,0.000177747523940834,0.000349288059908411,0.00131459175893295,1592.72813126972,1.00089336793928
"day_pct[4,9]",0.000454763015432095,1.49952529872444e-05,0.000602693447386496,3.07336262132661e-05,0.00013355958891516,0.000279152407258202,0.000569213911297441,0.00193107728162439,1615.41958952204,1.00131778670435
"day_pct[4,10]",0.000546641026443977,2.03017626795428e-05,0.000639409402644793,3.7779650517623e-05,0.000166002335097607,0.000340388198553412,0.000660277610459054,0.0023606167721378,991.951739404436,1.00145633757173
"day_pct[4,11]",0.00101315194711433,3.278633139375e-05,0.00116893427494585,8.76727544019119e-05,0.000333902803775929,0.000642462589523813,0.00124928554983451,0.00415513990974424,1271.14337243022,1.00384604941515
"day_pct[4,12]",0.00147843905642249,5.48271330320882e-05,0.00183761281227436,0.00014862895022551,0.000487584890087341,0.00094083166469482,0.0017958009720352,0.00598836641175785,1123.3548039369,1.00170753571431
