"","Estimate"
"801",11636.1325621493
"802",10404.1235096861
"803",11722.157182912
"804",17271.5785089368
"805",44515.8674195896
"806",55434.3939387793
"807",13141.2807437842
"808",51065.8881822812
"809",37906.7117487601
"810",15234.185673585
"811",18614.0308233851
"812",24939.2831758523
"813",14798.7571897918
"814",68175.749559529
"815",50310.6608273858
"816",13041.4600179068
"817",22233.3400277872
"818",33778.9893031224
"819",45724.5245204402
"820",11814.9716929993
"821",35458.763897627
"822",36967.6095178376
"823",23084.0018289849
"824",32197.6085167519
"825",44778.4961769598
"826",12055.7721904539
"827",11954.0597953528
"828",39602.3606630537
"829",23411.5057183193
"830",46354.3023655588
"831",33435.0405516161
"832",93665.9474353444
"833",65717.2554400351
"834",14895.4698931484
"835",24044.6191674376
"836",28013.0620609349
"837",27326.4228821959
"838",24232.4400475779
"839",30864.2117489376
"840",16621.6898185797
"841",29265.7752026674
"842",11588.5229083581
"843",124800.987088604
"844",13383.3679520325
"845",31517.8900055643
"846",54410.3227466624
"847",25650.7269236124
"848",64154.6572765392
"849",22006.1414671849
"850",11774.0148891815
"851",15884.7470804129
"852",5470.76511631092
"853",26945.9496422864
"854",40478.3030742638
"855",26138.9426132392
"856",16172.0578462888
"857",32428.6225487109
"858",39917.4971080899
"859",106585.005463421
"860",17849.7486342615
"861",18334.6598154727
"862",26140.1443678777
"863",79555.5979806028
"864",51187.3356440086
"865",34640.2097088666
"866",50019.962055496
"867",161204.457369688
"868",24173.2595745287
"869",34049.3846439975
"870",15757.9874584188
"871",29712.1022285901
"872",15298.6949648155
"873",24085.4202635926
"874",36696.3043101896
"875",22143.8280797474
"876",12522.9699404671
"877",9593.38339168886
"878",57156.7510514024
"879",14993.0555096894
"880",45916.0815587106
"881",32064.2206385984
"882",11645.6423343946
"883",19912.8893901594
"884",21163.1936409137
"885",40687.1023886304
"886",54151.6427034025
"887",18765.4945251705
"888",9602.06684428709
"889",112914.406478667
"890",27485.277801776
"891",58010.3740478035
"892",5630.84063227002
"893",53962.6153226354
"894",34722.7660196688
"895",53396.4470713036
"896",33459.294861912
"897",23153.050849814
"898",16639.1576972646
"899",18538.6184388717
"900",20328.3236868885
"901",19880.8020773991
"902",26311.1357917019
"903",42962.6255703657
"904",27800.4056995309
"905",37198.36664615
"906",63105.1438590773
"907",4833.35782421186
"908",75469.5174840453
"909",15304.3658332761
"910",20399.806860644
"911",27796.6012187284
"912",57474.845072896
"913",68518.8303303638
"914",44337.7018442737
"915",12727.1327545732
"916",69398.9478296226
"917",22958.507535367
"918",29485.6321250021
"919",31900.5537327114
"920",10656.0414576685
"921",21990.2793197875
"922",4544.38580778144
"923",12499.9467470379
"924",29221.9541890882
"925",30546.6240509841
"926",50744.4120423791
"927",49819.1837708042
"928",31667.0760457345
"929",35954.1595910469
"930",24364.1515113593
"931",14440.0899445516
"932",35263.1222720782
"933",32619.5926385314
"934",7760.94823592523
"935",25030.7544533298
"936",59979.2297259016
"937",41569.410391693
"938",37874.2459688236
"939",150687.369708141
"940",8737.41524935191
"941",20496.2786922678
"942",42305.889022496
"943",31838.1557008929
"944",9510.41796570173
"945",16607.7294922487
"946",33454.1757913892
"947",21854.4678985333
"948",30170.9236436361
"949",67018.6557974157
"950",51324.5129064926
"951",28332.6479607526
"952",39719.5014290291
"953",75151.2589945158
"954",18855.5146307453
"955",14427.6970205111
"956",28631.4538303744
"957",15394.5784265049
"958",25089.5367451907
"959",35891.8169028385
"960",31097.6368576192
"961",30071.4947679555
"962",12654.2191642128
"963",18114.0119596608
"964",24675.5149389045
"965",6253.05268936947
"966",78162.3742930145
"967",40425.1121881695
"968",9456.02375580853
"969",6377.63826859625
"970",28681.5519866765
"971",79191.5986975202
"972",23706.077964856
"973",13651.5174129359
"974",29640.9789822974
"975",30820.8585046728
"976",38380.8128207383
"977",22835.7199404632
"978",57555.5684733245
"979",23763.4580356871
"980",212405.172992003
"981",21965.5682169411
"982",10053.0909543588
"983",13435.8090346423
"984",25024.5326295461
"985",19735.9462811386
"986",5888.9092312386
"987",92112.5175999982
"988",10238.2438764072
"989",7722.70810852123
"990",21964.1667894223
"991",4609.38350489015
"992",17573.169472311
"993",14116.8104458057
"994",25304.3395936062
"995",17763.8337349975
"996",48214.3431523459
"997",16782.1772313692
"998",12505.1144176446
"999",31520.3423610776
"1000",12964.7638834597
"1001",37676.0583244067
"1002",71793.5872268201
"1003",33897.8472423011
"1004",19248.5978581776
"1005",31012.4403313722
"1006",22842.2106016475
"1007",40690.3033944378
"1008",22686.3046995428
"1009",7125.71057733728
"1010",29236.0532349655
"1011",49091.3662644312
"1012",18584.8538622573
"1013",35435.8211308602
"1014",22898.1092613881
"1015",32355.9217246592
"1016",5054.38091706465
"1017",11754.6051663616
"1018",24247.5744651471
"1019",18473.6947916535
"1020",77484.0303751031
"1021",24464.8914486743
"1022",8304.45355499671
"1023",6133.47746239501
"1024",8931.27857902599
"1025",95406.7968629143
"1026",7704.07375726424
"1027",96861.8861537927
"1028",131935.695539182
"1029",12036.4906102221
"1030",11985.9181276494
"1031",10377.2721375874
"1032",22910.062158344
"1033",35372.0073807499
"1034",41205.2842610375
"1035",20966.5687628809
"1036",125607.078017474
"1037",6257.46084132935
"1038",33166.7034119363
"1039",53465.0237829341
"1040",21687.35955793
"1041",11131.1472673142
"1042",29211.7380713557
"1043",20350.4174088297
"1044",27271.50004993
"1045",15208.6714350232
"1046",23448.8872750563
"1047",51171.2634545116
"1048",20521.2630266479
"1049",17792.2169634665
"1050",18093.5158726044
"1051",18317.2563964849
"1052",26770.0938007096
"1053",17548.3847461443
"1054",56109.7315851095
"1055",16337.8145679053
"1056",91736.2481501537
"1057",34491.7657018976
"1058",29550.5217243873
"1059",13814.4360791986
"1060",9938.25817664034
"1061",36288.8398837828
"1062",106188.394856581
"1063",43028.7126640229
"1064",24530.3242080052
"1065",77962.3335998499
"1066",41857.4451757361
"1067",31028.8710150989
"1068",28906.3303280789
"1069",15419.9547218869
"1070",46808.2525778486
"1071",29799.0198937921
"1072",26913.2532654218
"1073",44494.0461419457
"1074",31123.8038366117
"1075",75415.8490265048
"1076",19768.4852010655
"1077",82663.3150867959
"1078",35601.1319441473
"1079",39585.5537511199
"1080",18556.9601401765
"1081",4574.67788252096
"1082",205644.368753189
"1083",45032.4706466602
"1084",31664.3301258286
"1085",44390.2546639722
"1086",27961.3654132795
"1087",118937.51220279
"1088",16961.4897020939
"1089",22583.1297873197
"1090",47238.9061146142
"1091",6780.44884284011
"1092",26190.1377745938
"1093",25886.8927262264
"1094",67451.1804905081
"1095",15437.1025401286
"1096",43141.4502735031
"1097",49295.4937743338
"1098",32306.7766920042
"1099",11339.0362570957
"1100",87541.0135469028
"1101",14804.7668812955
"1102",5432.69606746118
"1103",46747.3380609244
"1104",44810.036277648
"1105",12965.2773311031
"1106",16920.5643805156
"1107",106460.816840864
"1108",16757.5634198059
"1109",44788.2489482037
"1110",22987.496724412
"1111",7512.56325968626
"1112",20532.045738861
"1113",41692.9698298718
"1114",31566.0982561346
"1115",34316.1169600498
"1116",8837.4797317484
"1117",50449.6744039587
"1118",32971.5883251205
"1119",58892.0702248936
"1120",67746.9465728158
"1121",34966.1075222543
"1122",9514.84088976496
"1123",9160.34079994852
"1124",18393.6183088456
"1125",24832.2410642659
"1126",11775.7689789909
"1127",66435.1893039119
"1128",16104.5785187597
"1129",40716.17846658
"1130",67553.0006896044
"1131",82136.3522355135
"1132",21892.1852841729
"1133",21185.9195543934
"1134",11793.0252868858
"1135",18384.942192287
"1136",36624.3549997172
"1137",28654.4785224801
"1138",19857.4355019778
"1139",41233.6446293347
"1140",35496.2577375539
"1141",26507.7797550153
"1142",43034.7791870652
"1143",21772.9535025946
"1144",30080.5515792734
"1145",30660.6988971484
"1146",22885.36947449
"1147",12983.3278794837
"1148",19181.2451935647
"1149",66476.2730106805
"1150",14130.1455782022
"1151",32961.2420327107
"1152",58904.0536156167
"1153",16203.1476705393
"1154",14405.5219856517
"1155",14430.9541618822
"1156",42865.5227581698
"1157",36212.3604616836
"1158",15942.2341579968
"1159",42441.2334924484
"1160",12083.4880713315
"1161",36453.0154806512
"1162",18401.328113837
"1163",34407.6679335269
"1164",12677.6405550436
"1165",17478.2456685978
"1166",24878.5626407434
"1167",250054.050449098
"1168",57514.9943291132
"1169",17384.0402821449
"1170",26976.4977655104
"1171",44854.8517900184
"1172",33671.5275387951
"1173",53120.7681637238
"1174",37002.5963674713
"1175",27589.413140517
"1176",93304.9576526684
"1177",57610.7742840568
"1178",11173.5871983312
"1179",68516.9654389059
"1180",16919.6496984923
"1181",73213.0134092872
"1182",7935.74110255478
"1183",135939.549353099
"1184",27297.0135708674
"1185",19315.0208042183
"1186",18829.7888481367
"1187",8713.11670596501
"1188",38323.6713324717
"1189",14338.1472223347
"1190",17518.3377869101
"1191",46554.0739374947
"1192",56947.1167300616
"1193",32616.0756237069
"1194",31105.5046351467
"1195",35928.4510486148
"1196",65585.3464769119
"1197",24900.3823767706
"1198",30073.5964322123
"1199",14056.0030910303
"1200",28313.9221863451
"1201",66158.8577547265
"1202",8596.30141829764
"1203",15715.4940906926
"1204",49896.4583922899
"1205",15223.7920039738
"1206",16861.2811583601
"1207",24728.4158279525
"1208",20139.480698207
"1209",11357.2471699951
"1210",29026.6076225019
"1211",12605.2328956122
"1212",45430.6878890176
"1213",13677.9073556694
"1214",41662.9232017473
"1215",23578.2903048012
"1216",24282.6379661645
"1217",52550.6240218507
"1218",11183.8108058565
"1219",15430.2173728999
"1220",47230.7160369221
"1221",67228.1367742489
"1222",65051.4725144321
"1223",22278.2206729465
"1224",23668.6052725462
"1225",13419.5659753531
"1226",21613.5560200626
"1227",140626.436364604
"1228",9338.69134067448
"1229",5814.39403782249
"1230",22355.521633542
"1231",10193.810967725
"1232",37985.9942133995
"1233",24647.1174391037
"1234",16719.5640612842
"1235",19558.4353180491
"1236",21336.0630783293
"1237",65062.2523706229
"1238",24868.7715964197
"1239",56756.8611218946
"1240",36826.0814336046
"1241",40240.0695956898
"1242",87893.3054061206
"1243",7527.01166191689
"1244",27154.3746302937
"1245",27612.540047992
"1246",43100.5024294647
"1247",30609.0807696409
"1248",11934.7411974565
"1249",76647.6255743951
"1250",27982.6512531004
"1251",17091.9123223953
"1252",51062.7500042427
"1253",23572.5205279658
"1254",19788.0582270627
"1255",57270.0612973291
"1256",38611.424975047
"1257",7425.68900731453
